concepto,descripcion,source,num_tokens
aprendizaje-supervisado,"En el aprendizaje automático, el aprendizaje supervisado (sl) es un paradigma donde un modelo está entrenado utilizando objetos de entrada (por ejemplo, un vector de variables predictoras) y los valores de salida deseados (también conocidos como señal de supervisión), que a menudo son etiquetas hechas por humanos.",Wiki_SerpAPI,57
aprendizaje-no-supervisado,"El aprendizaje no supervisado es un marco en el aprendizaje automático en el que, en contraste con el aprendizaje supervisado, los algoritmos aprenden patrones exclusivamente de datos no etiquetados.",Wiki_SerpAPI,32
aprendizaje-por-refuerzo,El aprendizaje de refuerzo (rl) es un área interdisciplinaria de aprendizaje automático y un control óptimo preocupado por cómo un agente inteligente debe tomar medidas en un entorno dinámico para maximizar una señal de recompensa.,Wiki_SerpAPI,38
arboles-de-decision,"El aprendizaje del árbol de decisión es un enfoque de aprendizaje supervisado utilizado en estadísticas, minería de datos y aprendizaje automático.",Wiki_SerpAPI,23
atributos,"En el aprendizaje automático y el reconocimiento de patrones, una característica es una propiedad individual medible o característica de un conjunto de datos.",Wiki_SerpAPI,25
bci,"Una interfaz cerebral -compuidad (bci), a veces llamada interfaz cerebro -máquina (imc), es un vínculo de comunicación directo entre la actividad eléctrica del cerebro y un dispositivo externo, más comúnmente una computadora o una extremidad robótica.",Wiki_SerpAPI,44
ciencia-de-datos,"Data science es un campo académico interdisciplinario que utiliza estadísticas, computación científica, métodos científicos, procesamiento, visualización científica, algoritmos y sistemas para extraer o extrapolar el conocimiento de datos potencialmente ruidosos, estructurados o no estructurados.",Wiki_SerpAPI,41
clustering,El análisis o la agrupación de clúster es la tarea de agrupar un conjunto de objetos de tal manera que los objetos en el mismo grupo (llamado clúster) son más similares (en algún sentido específico definido por el analista) entre sí que a los de los de otros grupos (clústeres).,Wiki_SerpAPI,57
computacion-en-la-nube,"La computación en la nube es ""un paradigma para permitir el acceso a la red a un grupo escalable y elástico de recursos físicos o virtuales compartibles con aprovisionamiento de autoservicio y administración bajo demanda"", según iso.",Wiki_SerpAPI,41
conjunto-de-datos,"En el aprendizaje automático, una tarea común es el estudio y la construcción de algoritmos que pueden aprender y hacer predicciones sobre los datos.",Wiki_SerpAPI,26
estadistica-descriptiva,"La estadística es la disciplina que estudia la variabilidad, así como el proceso aleatorio que la genera siguiendo las leyes de la probabilidad.",Wiki_SerpAPI,25
estadistica-inferencial,La inferencia estadística es el proceso de uso del análisis de datos para inferir las propiedades de una distribución de probabilidad subyacente.,Wiki_SerpAPI,23
funcion-de-activacion,La función de activación de un nodo en una red neuronal artificial es una función que calcula la salida del nodo en función de sus entradas individuales y sus pesos.,Wiki_SerpAPI,31
funcion-de-perdida,"En el aprendizaje automático, la pérdida de bisagra es una función de pérdida utilizada para los clasificadores de entrenamiento.",Wiki_SerpAPI,21
iaar,"Esta es una lista de organizaciones de acreditación de educación superior no reconocidas, según lo identificado por las propias organizaciones, autoridades gubernamentales en sus respectivos países u otras autoridades independientes.",Wiki_SerpAPI,33
inteligencia-artificial,"El aprendizaje automático (ml) es un campo de estudio eninteligencia artificial relacionada con el desarrollo y el estudio de algoritmos estadísticos que pueden aprender de los datos y generalizar a datos invisibles, y así realizar tareas sininstrucciones explícitas.",Wiki_SerpAPI,42
interfaz-cerebro-computadora,"Una interfaz cerebral -compuidad (bci), a veces llamada interfaz cerebro -máquina (imc), es un vínculo de comunicación directo entre la actividad eléctrica del cerebro y un dispositivo externo, más comúnmente una computadora o una extremidad robótica.",Wiki_SerpAPI,44
internet-de-las-cosas,"Internet de las cosas (iot) describe dispositivos con sensores, capacidad de procesamiento, software y otras tecnologías que conectan e intercambian datos con otros dispositivos y sistemas através de internet u otras redes de comunicación.",Wiki_SerpAPI,39
knn,"En las estadísticas, el algoritmo de vecinos k-nearsest (k-nn) es un método de aprendizaje supervisado no paramétrico.",Wiki_SerpAPI,21
matrices,"En el campo del aprendizaje automático y específicamente el problema de la clasificación estadística, una matriz de confusión, también conocida como matriz de error, es un diseño de tabla específico que permite la visualización del rendimiento de un algoritmo, típicamente un aprendizaje supervisado; en el aprendizaje no supervisado, generalmente se llama matriz de correspondencia.",Wiki_SerpAPI,61
procesamiento-del-lenguaje-natural,El procesamiento del lenguaje natural (pnl) es un subcampo de la informática y especialmente la inteligencia artificial.,Wiki_SerpAPI,20
red-neuronal,"En el aprendizaje automático, una red neuronal (también red neuronal artificial o red neuronal, ann o nn abreviada) es un modelo inspirado en la estructura y función de las redes neuronales biológicas en los cerebros de los animales.",Wiki_SerpAPI,43
svm,"En el aprendizaje automático, las máquinas de vectores de soporte (svms, también de soporte de redes de vectores) se supervisan modelos máximos de margen con algoritmos de aprendizaje asociados que analizan datos para el análisis de clasificación y regresión.",Wiki_SerpAPI,44
vision-por-computadora,"Las tareas de visión por computadora incluyen métodos para adquirir, procesar, analizar y comprender imágenes digitales, y la extracción de datos de alta dimensión del mundo real para producir información numérica o simbólica, p.",Wiki_SerpAPI,38
data lake o lago de datos,"Un lago de datos es un sistema o depósito de datos almacenados en su formato natural/sin procesar, generalmente blobs o archivos de objetos.",Wiki_SerpAPI,27
logs de navegación,La localización y mapeo simultáneas (slam) es el problema computacional de construir o actualizar un mapa de un entorno desconocido y al mismo tiempo realizar un seguimiento de la ubicación de un agente dentro de él.,Wiki_SerpAPI,39
motor de recomendación,"Un sistema de recomendación (recsys), o un sistema de recomendación (a veces reemplazando el sistema con términos como plataforma, motor o algoritmo), es una subclase del sistema de filtrado de información que proporciona sugerencias para los elementos que son más pertinentes para un usuario en particular.",Wiki_SerpAPI,54
variable numérica,"En el aprendizaje automático y el reconocimiento de patrones, una característica es una propiedad individual medible o característica de un conjunto de datos.",Wiki_SerpAPI,25
gobierno del dato,"El gobierno por algoritmo es una forma alternativa de gobierno u orden social en la que el uso de algoritmos informáticos, especialmente de inteligencia artificial y blockchain, se aplica a las regulaciones, a la aplicación de la ley y, en general, a cualquier aspecto de la vida cotidiana, como el transporte o el registro de la propiedad.",Wiki_SerpAPI,64
nearest neighbor,"En las estadísticas, el algoritmo de vecinos k-nearsest (k-nn) es un método de aprendizaje supervisado no paramétrico.",Wiki_SerpAPI,21
atributo,"En el aprendizaje automático y el reconocimiento de patrones, una característica es una propiedad individual medible o característica de un conjunto de datos.",Wiki_SerpAPI,25
dato no etiquetado,"En ciencias de la computación, el aprendizaje semisupervisado (ssl) es una clase de técnicas de aprendizaje automático que utiliza datos de entrenamiento tanto etiquetados como no etiquetados: normalmente una pequeña cantidad de datos etiquetados junto a una gran cantidad de datos no etiquetados.",Wiki_SerpAPI,48
etiqueta o dato etiquetado,"En ciencias de la computación, el aprendizaje semisupervisado (ssl) es una clase de técnicas de aprendizaje automático que utiliza datos de entrenamiento tanto etiquetados como no etiquetados: normalmente una pequeña cantidad de datos etiquetados junto a una gran cantidad de datos no etiquetados.",Wiki_SerpAPI,48
métodos basados en árboles,Aprendizaje basado en árboles de decisión utiliza un árbol de decisión como un modelo predictivo que mapea observaciones sobre un artículo a conclusiones sobre el valor objetivo del artículo.,Wiki_SerpAPI,30
modelo o “hipótesis”,"Un sistema de símbolos físicos (también llamado sistema formal) toma patrones físicos (símbolos), combinándolos en estructuras (expresiones) y manipulándolos (usando procesos) para producir nuevas expresiones.",Wiki_SerpAPI,35
variable respuesta,Una variable se considera dependiente si depende de una variable independiente.,Wiki_SerpAPI,12
predicción de la demanda,"El análisis predictivo agrupa una variedad de técnicas estadísticas de modelización, aprendizaje automático y minería de datos que analiza los datos actuales e históricos reales para hacer predicciones acerca del futuro o acontecimientos no conocidos.",Wiki_SerpAPI,37
tableau,"En la optimización matemática, el algoritmo simplex de dantzig (o método simple) es un algoritmo popular para la programación lineal.",Wiki_SerpAPI,24
