concepto,descripcion,source,num_tokens
predicción de la demanda,"El análisis predictivo agrupa una variedad de técnicas estadísticas de modelización, aprendizaje automático y minería de datos que analiza los datos actuales e históricos reales para hacer predicciones acerca del futuro o acontecimientos no conocidos.",Wiki_SerpAPI,37
carto,"Carto (anteriormente cartodb) es una plataforma de análisis espacial de software como servicio (saas) que proporciona sig, mapeo web, visualización de datos, análisis espacial y funciones de ciencia de datos espaciales.",Wiki_SerpAPI,39
bases de datos pre-relacionales,"El modelo relacional (rm) es un enfoque para administrar datos utilizando una estructura y un lenguaje consistente con la lógica de predicado de primer orden, descrito por primera vez en 1969 por el científico informático inglés edgar f.",Wiki_SerpAPI,41
bases de datos post-relacionales,"La programación lógica inductiva (ilp, por sus siglas eninglés) es un subcampo de lainteligencia artificial simbólica que usa programación lógica como representación uniforme para ejemplos, hipótesis y conocimiento previo.",Wiki_SerpAPI,34
cómputo en la nube,"La computación en la nube es ""un paradigma para permitir el acceso a la red a un grupo escalable y elástico de recursos físicos o virtuales compartibles con aprovisionamiento de autoservicio y administración bajo demanda"", según iso.",Wiki_SerpAPI,41
arquitecturas de virtualización,"Una arquitectura del sistema es el modelo conceptual que define la estructura, el comportamiento y las vistas de un sistema.",Wiki_SerpAPI,22
virtualización sin un sistema operativo anfitrión,"Os-level virtualizationis an operating system (os) virtualization paradigm in which the kernel allows the existence of multiple isolated user space instances, including containers (lxc, solaris containers, aix wpars, hp-ux srp containers, docker, podman), zones (solaris containers), virtual private servers (openvz), partitions, virtual environments (ves), virtual kernels (dragonfly bsd) y cárcel (freebsd jail y chroot).",Wiki_SerpAPI,80
virtualización a partir de un sistema operativo anfitrión,"Os-level virtualizationis an operating system (os) virtualization paradigm in which the kernel allows the existence of multiple isolated user space instances, including containers (lxc, solaris containers, aix wpars, hp-ux srp containers, docker, podman), zones (solaris containers), virtual private servers (openvz), partitions, virtual environments (ves), virtual kernels (dragonfly bsd) y cárcel (freebsd jail y chroot).",Wiki_SerpAPI,80
rango,"En el aprendizaje profundo, el ajuste fino es un enfoque para transferir el aprendizaje en el que los parámetros de un modelo de red neuronal previamente capacitado están capacitados en nuevos datos.",Wiki_SerpAPI,34
grafos no dirigidos y grafos dirigidos,"En matemáticas, y más específicamente en la teoría de gráficos, un gráfico dirigido (o dígrafo) es un gráfico que se compone de un conjunto de vértices conectados por bordes dirigidos, a menudo llamados arc.",Wiki_SerpAPI,40
clasificadores probabilísticos,"En teoría de la probabilidad y minería de datos, un clasificador naive bayes es un clasificador probabilístico fundamentado en el teorema de bayes y algunas hipótesis simplificadoras adicionales.",Wiki_SerpAPI,30
algoritmos de agrupamiento: k-means,"La agrupación de k-means es un método de cuantización vectorial, originaria del procesamiento de señales, que tiene como objetivo dividir n observaciones en k clústeres en los que cada observación pertenece al clúster con la media más cercana (centros de clúster o centroide de clúster), que sirve como un prototipo del clúster.",Wiki_SerpAPI,58
knn,"En las estadísticas, el algoritmo de vecinos k-nearsest (k-nn) es un método de aprendizaje supervisado no paramétrico.",Wiki_SerpAPI,21
sobreajuste y subajuste,"En el modelado matemático, el sobreajuste es ""la producción de un análisis que corresponde demasiado de cerca o exactamente a un conjunto particular de datos, y por lo tanto puede no encajar en datos adicionales o predecir observaciones futuras de manera confiable"".",Wiki_SerpAPI,47
clases de deep learning,"El aprendizaje profundo es un subconjunto de aprendizaje automático que se centra en utilizar redes neuronales para realizar tareas como clasificación, regresión y aprendizaje de representación.",Wiki_SerpAPI,28
redes adversarias generativas,Una red adversaria generativa (gan) es una clase de marcos de aprendizaje automático y un marco destacado para abordar la inteligencia artificial generativa.,Wiki_SerpAPI,26
conceptos sobre chatbots,"La historia de la inteligencia artificial (ia) comenzó en la antigüedad, con mitos, historias y rumores de seres artificiales dotados de inteligencia o conciencia por maestros artesanos.",Wiki_SerpAPI,32
ubicación de chatbots,"La inteligencia artificial (abreviado: ia), en el contexto de las ciencias de la computación, es una disciplina y un conjunto de capacidades cognoscitivas e intelectuales expresadas por sistemas informáticos o combinaciones de algoritmos cuyo propósito es la creación de máquinas que imiten la inteligencia humana para realizar tareas, y que pueden mejorar conforme recopileninformación.",Wiki_SerpAPI,61
clasificación de chatbots,Un chatbot (originalmente chatterbot) es una aplicación de software o interfaz web diseñada para tener conversaciones textuales o habladas.,Wiki_SerpAPI,22
ibm watson studio,Ibm watson es un sistema informático capaz de responder preguntas planteadas en el lenguaje natural.,Wiki_SerpAPI,16
google cloud automl,"Google cloud platform (gcp) es un conjunto de servicios de computación en la nube ofrecidos por google que proporciona una serie de servicios modulares en la nube que incluyeninformática, almacenamiento de datos, análisis de datos y aprendizaje automático, junto con un conjunto de herramientas de gestión.",Wiki_SerpAPI,52
azure machine learning,"Microsoft azure, o simplemente azure , es la plataforma de computación en la nube desarrollada por microsoft.",Wiki_SerpAPI,19
amazon machine learning,"Amazon sagemaker ai es una plataforma de aprendizaje automático basado en la nube que permite la creación, la capacitación y la implementación de los desarrolladores de modelos de aprendizaje automático (ml) en la nube.",Wiki_SerpAPI,38
gpt,Un transformador generativo previamente capacitado (gpt) es un tipo de modelo de lenguaje grande (llm) y un marco prominente para la inteligencia artificial generativa.,Wiki_SerpAPI,29
github copilot,"Github copilot es una herramienta de finalización de código y programación automática desarrollada por github y openai que ayuda a los usuarios de visual studio code, visual studio, neovim y jetbrains integrated development (ides) mediante código de autocompletación.",Wiki_SerpAPI,43
lamda,Lambda architecture es una arquitectura de procesamiento de datos diseñada para manejar cantidades masivas de datos aprovechando los métodos de procesamiento por lotes y flujo.,Wiki_SerpAPI,26
importancia de big data,"El aprendizaje automático (aa); también llamado automatizado, computacional, de máquinas, o maquinal (del inglés machine learning, ml), es el subcampo de las ciencias de la computación y una rama de la inteligencia artificial, cuyo objetivo es desarrollar técnicas que permitan que las computadoras aprendan.",Wiki_SerpAPI,56
beneficios de big data,"El análisis predictivo agrupa una variedad de técnicas estadísticas de modelización, aprendizaje automático y minería de datos que analiza los datos actuales e históricos reales para hacer predicciones acerca del futuro o acontecimientos no conocidos.",Wiki_SerpAPI,37
respuesta en tiempo real,"Un sistema operativo en tiempo real (real time operating system), también conocido como rtos por sus siglas eninglés, es un sistema operativo liviano utilizado para desarrollar cosasíntimas e integrar tareas de diseño con recursos y tiempos específicos de manera óptima y sencilla como suele aplicar para los sistemas integrados.",Wiki_SerpAPI,54
clasificación de big data,"El aprendizaje automático (ml) es un campo de estudio eninteligencia artificial relacionada con el desarrollo y el estudio de algoritmos estadísticos que pueden aprender de los datos y generalizar a datos invisibles, y así realizar tareas sininstrucciones explícitas.",Wiki_SerpAPI,42
tipos de datos en movimiento,Mlops o ml ops es un paradigma que tiene como objetivo implementar y mantener modelos de aprendizaje automático en producción de manera confiable y eficiente.,Wiki_SerpAPI,26
representación de datos o almacenamiento,"Eninformática, los datos (tratados como singulares, plurales o como un sustantivo de masa) es cualquier secuencia de uno o más símbolos; datum es un solo símbolo de datos.",Wiki_SerpAPI,34
datos de gestión del ciclo de vida,Mlops o ml ops es un paradigma que tiene como objetivo implementar y mantener modelos de aprendizaje automático en producción de manera confiable y eficiente.,Wiki_SerpAPI,26
mecanismo de análisis,La atención es un método de aprendizaje automático que determina la importancia relativa de cada componente en una secuencia en relación con los otros componentes en esa secuencia.,Wiki_SerpAPI,29
beneficios tangibles,"El análisis de costo -beneficio (cba), a veces también llamado análisis de beneficio -costo, es un enfoque sistemático para estimar las fortalezas y debilidades de las alternativas.",Wiki_SerpAPI,32
beneficios intangibles,"El análisis de costo -beneficio (cba), a veces también llamado análisis de beneficio -costo, es un enfoque sistemático para estimar las fortalezas y debilidades de las alternativas.",Wiki_SerpAPI,32
