concepto,descripcion,concept,source,num_tokens
tabla tensor,El tablero que muestra los resúmenes guardados durante la ejecución de uno o más programas TensorFlow.,tensorboard,developers.google.com,17
tensorflow,"Una plataforma de aprendizaje automático a gran escala, distribuida.",tensorflow,developers.google.com,11
parque infantil,Un programa que visualiza cómo los diferentes hiperparámetros influyen en la capacitación del modelo (principalmente red neuronal).,tensorflow playground,developers.google.com,20
tensorflow serving,Una plataforma para implementar modelos capacitados en producción.,tensorflow serving,developers.google.com,9
unidad de procesamiento del tensor (tpu),Un circuito integrado específico de la aplicación (ASIC) que optimiza el rendimiento de las cargas de trabajo de aprendizaje automático.,tensor processing unit (tpu),developers.google.com,23
rango tensor,Ver rango (tensor).,tensor rank,developers.google.com,6
forma tensor,El número de elementos que un tensor contiene en varias dimensiones.,tensor shape,developers.google.com,12
tamaño del tensor,El número total de escalares un tensor contiene.,tensor size,developers.google.com,9
tienda tensor,Una biblioteca para leer y escribir eficientemente grandes matrices multidimensionales.,tensorstore,developers.google.com,11
condición de terminación,"En el aprendizaje de refuerzo, las condiciones que determinan cuándo termina un episodio, como cuando el agente alcanza un determinado estado o excede un número umbral de transiciones estatales.",termination condition,developers.google.com,32
prueba,"En un árbol de decisión, otro nombre para una condición.",test,developers.google.com,12
pérdida de prueba,Una métrica que representa la pérdida de un modelo contra el conjunto de pruebas.,test loss,developers.google.com,15
set de prueba,Un subconjunto del conjunto de datos reservado para probar un modelo capacitado.,test set,developers.google.com,13
tramo de texto,El tramo de índice de matriz asociado con una subsección específica de una cadena de texto.,text span,developers.google.com,17
tf.example,Un búfer de protocolo estándar para describir datos de entrada para capacitación o inferencia del modelo de aprendizaje automático.,tf.example,developers.google.com,20
tf.keras,Animplementation of Keras integrada en TensorFlow.,tf.keras,developers.google.com,7
umbral (para árboles de decisión),"En una condición alineada por el eje, el valor con el que se compara una característica.",threshold (for decision trees),developers.google.com,18
análisis de series de tiempo,Un subcampo de aprendizaje automático y estadísticas que analiza datos temporales.,time series analysis,developers.google.com,12
paso de tiempo,"Una célula ""desenrollada"" dentro de una red neuronal recurrente.",timestep,developers.google.com,12
simbólico,"En un modelo de lenguaje, la unidad atómica en la que el modelo está entrenando y haciendo predicciones.",token,developers.google.com,20
precisión k,"El porcentaje de veces que una ""etiqueta objetivo"" aparece dentro de las primeras posiciones K de las listas generadas.",top k accuracy,developers.google.com,22
torre,Un componente de una red neuronal profunda que es en sí misma una red neuronal profunda.,tower,developers.google.com,17
toxicidad,"El grado en que el contenido es abusivo, amenazante o ofensivo.",toxicity,developers.google.com,13
tpu,Abreviatura de la unidad de procesamiento del tensor.,tpu,developers.google.com,9
chip de tpu,Un acelerador de álgebra lineal programable con memoria de ancho de banda alto en chip que está optimizada para cargas de trabajo de aprendizaje automático.,tpu chip,developers.google.com,26
dispositivo tpu,"Una placa de circuito impreso (PCB) con múltiples chips de TPU, interfaces de red de alto ancho de banda y hardware de enfriamiento del sistema.",tpu device,developers.google.com,29
nodo tpu,Un recurso TPU en Google Cloud con un tipo de TPU específico.,tpu node,developers.google.com,13
tpu pod,Una configuración específica de dispositivos TPU en un centro de datos de Google.,tpu pod,developers.google.com,14
recurso tpu,"Una entidad TPU en Google Cloud que crea, administra o consumen.",tpu resource,developers.google.com,13
tpu slice,Una porción de TPU es una porción fraccional de los dispositivos TPU en un POD TPU.,tpu slice,developers.google.com,17
tipo de tpu,Una configuración de uno o más dispositivos TPU con una versión de hardware TPU específica.,tpu type,developers.google.com,16
trabajador de tpu,Un proceso que se ejecuta en una máquina host y ejecuta programas de aprendizaje automático en dispositivos TPU.,tpu worker,developers.google.com,19
capacitación,El proceso de determinar los parámetros ideales (pesos y sesgos) que comprende un modelo.,training,developers.google.com,17
pérdida de entrenamiento,Una métrica que representa la pérdida de un modelo durante una iteración de entrenamiento particular.,training loss,developers.google.com,16
capacitación que sirve sesgo,La diferencia entre el rendimiento de un modelo durante el entrenamiento y el rendimiento del mismo modelo durante la entrega.,training serving skew,developers.google.com,21
set de entrenamiento,El subconjunto del conjunto de datos utilizado para entrenar un modelo.,training set,developers.google.com,12
trayectoria,"En el aprendizaje de refuerzo, una secuencia de tuplas que representan una secuencia de transiciones estatales del agente, donde cada tupla corresponde al estado, la acción, la recompensa y el próximo estado para una transición de estado dada.",trajectory,developers.google.com,43
transferir el aprendizaje,Transferir información de una tarea de aprendizaje automático a otra.,transfer learning,developers.google.com,11
transformador,Una arquitectura de red neuronal se desarrolló en Google que se basa en mecanismos de autoatensión para transformar una secuencia de incrustaciones de entrada en una secuencia de integridades de salida sin depender de convoluciones o redes neuronales recurrentes.,transformer,developers.google.com,40
invariancia traslacional,"En el problema de clasificación de animación, la capacidad de un algoritmo para clasificar con éxito las imágenes incluso cuando cambia la posición de los objetos dentro de la imagen.",translational invariance,developers.google.com,32
trigrama,Un n-gram en el que n = 3.,trigram,developers.google.com,9
verdadero negativo (tn),Un ejemplo en el que el modelo predice correctamente la clase negativa.,true negative (tn),developers.google.com,13
verdadero positivo (tp),Un ejemplo en el que el modelo predice correctamente la clase positiva.,true positive (tp),developers.google.com,13
tasa positiva verdadera (tpr),Sinónimo de recuperación.,true positive rate (tpr),developers.google.com,4
inconsciente (para un atributo sensible),"Una situación en la que están presentes atributos sensibles, pero no se incluyen en los datos de entrenamiento.",unawareness (to a sensitive attribute),developers.google.com,20
poco fijado,Producir un modelo con mala capacidad predictiva porque el modelo no ha capturado completamente la complejidad de los datos de entrenamiento.,underfitting,developers.google.com,22
subvenciones,Eliminar ejemplos de la clase mayoritaria en un conjunto de datos integral de clase para crear un conjunto de capacitación más equilibrado.,undersampling,developers.google.com,23
unidireccional,Un sistema que solo evalúa el texto que precede a una sección objetivo del texto.,unidirectional,developers.google.com,16
modelo de lenguaje unidireccional,"Un modelo de lenguaje que basa sus probabilidades solo en los tokens que aparecen antes, no después, en los token (s) objetivo (s).",unidirectional language model,developers.google.com,30
ejemplo sin etiqueta,Un ejemplo que contiene características pero que no hay etiqueta.,unlabeled example,developers.google.com,11
aprendizaje automático no supervisado,"Entrenamiento de un modelo para encontrar patrones en un conjunto de datos, generalmente un conjunto de datos sin etiquetar.",unsupervised machine learning,developers.google.com,21
