concepto,descripcion,concept,source
medida de similitud,"En los algoritmos de agrupación, la métrica utilizada para determinar cuán similares son los dos ejemplos.",similarity measure,developers.google.com
programa único / datos múltiples (spmd),Una técnica de paralelismo donde el mismo cálculo se ejecuta en diferentes datos de entrada en paralelo en diferentes dispositivos.,single program / multiple data (spmd),developers.google.com
invariancia de tamaño,"En el problema de clasificación de animación, la capacidad de un algoritmo para clasificar con éxito las imágenes incluso cuando cambia el tamaño de la imagen.",size invariance,developers.google.com
boceto,"En el aprendizaje automático no supervisado, una categoría de algoritmos que realizan un análisis de similitud preliminar en ejemplos.",sketching,developers.google.com
saltar gramo,"Un N-gram que puede omitir (o ""omitir"") palabras del contexto original, lo que significa que las N palabras podrían no haber sido originalmente adyacentes.",skip gram,developers.google.com
softmax,Una función que determina las probabilidades para cada clase posible en un modelo de clasificación de múltiples clases.,softmax,developers.google.com
ajuste de inmediato suave,"Una técnica para ajustar un modelo de lenguaje grande para una tarea en particular, sin ajuste fino intensivo de recursos.",soft prompt tuning,developers.google.com
característica escasa,Una característica cuyos valores son predominantemente cero o vacíos.,sparse feature,developers.google.com
representación escasa,Almacenar solo la (s) posición (s) de elementos distintos de cero en una característica escasa.,sparse representation,developers.google.com
vector escaso,Un vector cuyos valores son principalmente ceros.,sparse vector,developers.google.com
escasez,El número de elementos establecidos en cero (o nulo) en un vector o matriz dividido por el número total de entradas en ese vector o matriz.,sparsity,developers.google.com
agrupación espacial,Ver Agrupación.,spatial pooling,developers.google.com
dividir,"En un árbol de decisión, otro nombre para una condición.",split,developers.google.com
disidente,"Mientras capacita un árbol de decisión, la rutina (y el algoritmo) responsable de encontrar la mejor condición en cada nodo.",splitter,developers.google.com
spmd,Abreviatura para un solo programa y múltiples datos.,spmd,developers.google.com
pérdida de bisagra cuadrada,El cuadrado de la pérdida de la bisagra.,squared hinge loss,developers.google.com
pérdida al cuadrado,Sinónimo de pérdida de L2.,squared loss,developers.google.com
entrenamiento escenificado,Una táctica de entrenamiento de un modelo en una secuencia de etapas discretas.,staged training,developers.google.com
estado,"En el aprendizaje de refuerzo, los valores de parámetros que describen la configuración actual del entorno, que el agente utiliza para elegir una acción.",state,developers.google.com
función de valor de acción estatal,Sinónimo de Q-Function.,state action value function,developers.google.com
estático,Algo hecho una vez en lugar de continuamente.,static,developers.google.com
inferencia estática,Sinónimo de inferencia fuera de línea.,static inference,developers.google.com
estacionariedad,"Una característica cuyos valores no cambian en una o más dimensiones, generalmente el tiempo.",stationarity,developers.google.com
paso,Un pase hacia adelante y un pase hacia atrás de un lote.,step,developers.google.com
tamaño de paso,Sinónimo de tasa de aprendizaje.,step size,developers.google.com
descenso de gradiente estocástico (sgd),Un algoritmo de descenso de gradiente en el que el tamaño del lote es uno.,stochastic gradient descent (sgd),developers.google.com
paso,"En una operación o agrupación convolucional, el delta en cada dimensión de la siguiente serie de cortes de entrada.",stride,developers.google.com
minimización del riesgo estructural (srm),"Un algoritmo que equilibra dos objetivos: por ejemplo, una función que minimiza la pérdida+regularización en el conjunto de capacitación es un algoritmo de minimización de riesgo estructural.",structural risk minimization (srm),developers.google.com
subsamemplado,Ver Agrupación.,subsampling,developers.google.com
token de subvención,"En los modelos de idiomas, un token que es una subcadena de una palabra, que puede ser la palabra completa.",subword token,developers.google.com
resumen,"En TensorFlow, un valor o conjunto de valores calculados en un paso particular, generalmente utilizado para rastrear métricas del modelo durante el entrenamiento.",summary,developers.google.com
aprendizaje automático supervisado,Entrenamiento de un modelo a partir de características y sus etiquetas correspondientes.,supervised machine learning,developers.google.com
característica sintética,"Una característica que no está presente entre las características de entrada, pero ensamblada a partir de una o más de ellas.",synthetic feature,developers.google.com
t5,Un modelo de aprendizaje de transferencia de texto a texto introducido por Google AI en 2020.,t5,developers.google.com
t5x,Un marco de aprendizaje automático de código abierto diseñado para construir y capacitar a modelos de procesamiento de lenguaje natural a gran escala (PNL).,t5x,developers.google.com
aprendizaje de q tabular,"En el aprendizaje de refuerzo, implementando Q-learning mediante el uso de una tabla para almacenar las funciones Q para cada combinación de estado y acción.",tabular q learning,developers.google.com
objetivo,Sinónimo de etiqueta.,target,developers.google.com
red de destino,"En Deep Q-Learning, una red neuronal que es una aproximación estable de la red neuronal principal, donde la red neuronal principal implementa una función Q o una política.",target network,developers.google.com
temperatura,Un hiperparámetro que controla el grado de aleatoriedad de la salida de un modelo.,temperature,developers.google.com
datos temporales,Datos registrados en diferentes puntos en el tiempo.,temporal data,developers.google.com
tensor,La estructura de datos primaria en los programas de flujo de tensor.,tensor,developers.google.com
tabla tensor,El tablero que muestra los resúmenes guardados durante la ejecución de uno o más programas TensorFlow.,tensorboard,developers.google.com
tensorflow,"Una plataforma de aprendizaje automático a gran escala, distribuida.",tensorflow,developers.google.com
parque infantil,Un programa que visualiza cómo los diferentes hiperparámetros influyen en la capacitación del modelo (principalmente red neuronal).,tensorflow playground,developers.google.com
tensorflow serving,Una plataforma para implementar modelos capacitados en producción.,tensorflow serving,developers.google.com
unidad de procesamiento del tensor (tpu),Un circuito integrado específico de la aplicación (ASIC) que optimiza el rendimiento de las cargas de trabajo de aprendizaje automático.,tensor processing unit (tpu),developers.google.com
rango tensor,Ver rango (tensor).,tensor rank,developers.google.com
forma tensor,El número de elementos que un tensor contiene en varias dimensiones.,tensor shape,developers.google.com
tamaño del tensor,El número total de escalares un tensor contiene.,tensor size,developers.google.com
tienda tensor,Una biblioteca para leer y escribir eficientemente grandes matrices multidimensionales.,tensorstore,developers.google.com
